_type;_tags_wheelchair;_tags_website;_tags_toilets:wheelchair;_tags_smoking;_tags_shop;_tags_phone;_tags_payment:credit_cards;_tags_payment:cash;_tags_opening_hours;_tags_office;_tags_name;_tags_designation;_tags_building:levels;_tags_building;_tags_addr:street;_tags_addr:state;_tags_addr:housenumber;_tags_addr:housename;_tags_addr:district;_tags_addr:country;_tags_addr:city;_nodes;_lon;_lat;_id;_geometry_centroid_lon;_geometry_centroid_lat;_geometry;_bounds_minlon;_bounds_minlat;_bounds_maxlon;_bounds_maxlat
way;;;;;supermarket;;;;;;Hiper Lider;;;yes;Santiago Bueras;;1400;;;;Valdivia;[1329428888, 1329428894, 1329428886, 1329428898, 1329428893, 1329428911, 1329428903, 1329428882, 1329428906, 1329428878, 4354505931, 1329488633, 7722228176, 4354505930, 8069936322, 4354505929, 1329488583, 1329488600, 4354505654, 4354490326, 4354490327, 7722228146, 2824782783, 4354490328, 4354490329, 4354490330, 1329488610, 1329488640, 1329428888];;;118145974;-73.23712460646162;-39.827709985731786;[{'lat': -39.8276857, 'lon': -73.2380123}, {'lat': -39.827508, 'lon': -73.2377622}, {'lat': -39.827587, 'lon': -73.2376734}, {'lat': -39.8273364, 'lon': -73.2372949}, {'lat': -39.8272363, 'lon': -73.2374073}, {'lat': -39.8271057, 'lon': -73.2372101}, {'lat': -39.8272412, 'lon': -73.2370645}, {'lat': -39.8271557, 'lon': -73.2369298}, {'lat': -39.8272741, 'lon': -73.2367889}, {'lat': -39.8272353, 'lon': -73.2367304}, {'lat': -39.8275611, 'lon': -73.2363923}, {'lat': -39.8275415, 'lon': -73.2363584}, {'lat': -39.827526, 'lon': -73.2363317}, {'lat': -39.827524, 'lon': -73.2362816}, {'lat': -39.8275497, 'lon': -73.2362511}, {'lat': -39.8276154, 'lon': -73.2361733}, {'lat': -39.8279324, 'lon': -73.2366741}, {'lat': -39.8282392, 'lon': -73.2371559}, {'lat': -39.828309, 'lon': -73.2372658}, {'lat': -39.8283799, 'lon': -73.2373912}, {'lat': -39.828386, 'lon': -73.2374188}, {'lat': -39.8283648, 'lon': -73.237449}, {'lat': -39.8283509, 'lon': -73.2374632}, {'lat': -39.8283348, 'lon': -73.2374803}, {'lat': -39.8283228, 'lon': -73.2374609}, {'lat': -39.8282968, 'lon': -73.237486}, {'lat': -39.8282468, 'lon': -73.2374076}, {'lat': -39.8278726, 'lon': -73.2378102}, {'lat': -39.8276857, 'lon': -73.2380123}];-73.2380123;-39.828386;-73.2361733;-39.8271057
way;;;;;supermarket;;;;;;Mayorista 10;;;supermarket;Avenida Ramón Picarte;Región de Los Ríos;2593;;Valdivia;CL;Valdivia;[1377303820, 1377303827, 1377303828, 1377303824, 1377303823, 1377303821, 1377303822, 1377303819, 1377303826, 1377303829, 1377303825, 1377303820];;;123539813;-73.21625681995307;-39.833573298487735;[{'lat': -39.8335534, 'lon': -73.2166383}, {'lat': -39.8332219, 'lon': -73.2161769}, {'lat': -39.8335043, 'lon': -73.2158329}, {'lat': -39.833567, 'lon': -73.21592}, {'lat': -39.8336199, 'lon': -73.2158555}, {'lat': -39.8338972, 'lon': -73.2162416}, {'lat': -39.8337874, 'lon': -73.2163755}, {'lat': -39.8338346, 'lon': -73.2164412}, {'lat': -39.833682, 'lon': -73.2166271}, {'lat': -39.8337128, 'lon': -73.2166701}, {'lat': -39.83364, 'lon': -73.2167588}, {'lat': -39.8335534, 'lon': -73.2166383}];-73.2167588;-39.8338972;-73.2158329;-39.8332219
way;;;;;supermarket;;;;;;Unimarc;;;yes;Avenida Francia;Región de Los Ríos;2651;;Valdivia;CL;Valdivia;[2162744567, 2162744558, 2162744549, 2162744586, 2162744560, 2162744543, 2162744584, 2162744593, 2162744567];;;206274813;-73.23102548030433;-39.83733273555191;[{'lat': -39.8370707, 'lon': -73.231242}, {'lat': -39.8371282, 'lon': -73.230515}, {'lat': -39.8376443, 'lon': -73.2305909}, {'lat': -39.8375724, 'lon': -73.2314209}, {'lat': -39.8373285, 'lon': -73.2313868}, {'lat': -39.8373094, 'lon': -73.231594}, {'lat': -39.8370424, 'lon': -73.2315523}, {'lat': -39.8370579, 'lon': -73.2313843}, {'lat': -39.8370707, 'lon': -73.231242}];-73.231594;-39.8376443;-73.230515;-39.8370424
way;;;;;supermarket;;;;;;Lider Express;;;yes;Avenida Ramón Picarte;Región de Los Ríos;640;;Valdivia;CL;Valdivia;[2938213407, 2938213409, 6101463169, 2938213418, 5200167904, 2938213466, 5200168266, 5200168255, 2938213419, 2938213100, 2938213404, 2938213467, 6101463168, 2938213407];;;290267283;-73.2409488006994;-39.81439410642546;[{'lat': -39.8146883, 'lon': -73.2407642}, {'lat': -39.8147354, 'lon': -73.240785}, {'lat': -39.8147348, 'lon': -73.2407897}, {'lat': -39.8146772, 'lon': -73.2412352}, {'lat': -39.8142044, 'lon': -73.2411896}, {'lat': -39.8141053, 'lon': -73.2411826}, {'lat': -39.814135, 'lon': -73.2409691}, {'lat': -39.8141568, 'lon': -73.2408273}, {'lat': -39.8142145, 'lon': -73.2405201}, {'lat': -39.8144387, 'lon': -73.2406375}, {'lat': -39.8144184, 'lon': -73.2408152}, {'lat': -39.8146657, 'lon': -73.2408849}, {'lat': -39.8146872, 'lon': -73.2407701}, {'lat': -39.8146883, 'lon': -73.2407642}];-73.2412352;-39.8147354;-73.2405201;-39.8141053
way;;;;;supermarket;;;;;;aCuenta;;;yes;Avenida Pedro Montt;Región de Los Ríos;4300;;Valdivia;CL;Valdivia;[2984051441, 2984051442, 2984051443, 2984051444, 2984051445, 2984051446, 2984051447, 4573898508, 4573898509, 2984051448, 2984051449, 2984051450, 2984051441];;;294785202;-73.23091181880645;-39.849996655889164;[{'lat': -39.8498459, 'lon': -73.231285}, {'lat': -39.8502008, 'lon': -73.2313736}, {'lat': -39.8502575, 'lon': -73.230988}, {'lat': -39.8501743, 'lon': -73.2309673}, {'lat': -39.850234, 'lon': -73.2305932}, {'lat': -39.8499732, 'lon': -73.2304967}, {'lat': -39.8499867, 'lon': -73.2304043}, {'lat': -39.8498878, 'lon': -73.2303796}, {'lat': -39.8498761, 'lon': -73.2304586}, {'lat': -39.8498321, 'lon': -73.2304476}, {'lat': -39.8497256, 'lon': -73.2311714}, {'lat': -39.8498577, 'lon': -73.2312044}, {'lat': -39.8498459, 'lon': -73.231285}];-73.2313736;-39.8502575;-73.2303796;-39.8497256
way;;;;;supermarket;;;;;;Teja Market;;;yes;;;;;;;;[3260336186, 3260336187, 3260336188, 3260336189, 9348575050, 9348575051, 9348575052, 9348575053, 9348575054, 5585555697, 3260336186];;;319603498;-73.25747484198158;-39.80899400329667;[{'lat': -39.8088459, 'lon': -73.2574719}, {'lat': -39.8088991, 'lon': -73.257294}, {'lat': -39.8091559, 'lon': -73.2574242}, {'lat': -39.8090851, 'lon': -73.2576608}, {'lat': -39.8090477, 'lon': -73.2576418}, {'lat': -39.8090532, 'lon': -73.2576232}, {'lat': -39.8089111, 'lon': -73.2575511}, {'lat': -39.8088872, 'lon': -73.257631}, {'lat': -39.8088513, 'lon': -73.2576128}, {'lat': -39.8088872, 'lon': -73.2574928}, {'lat': -39.8088459, 'lon': -73.2574719}];-73.2576608;-39.8091559;-73.257294;-39.8088459
way;;;;;supermarket;;;;;;AK mercado;;;yes;Lord Cochrane;Región de Los Ríos;;;Valdivia;CL;Valdivia;[3773649886, 3773649887, 4357964243, 3773649888, 3773649886];;;373939034;-73.24422165;-39.819710300000004;[{'lat': -39.8196568, 'lon': -73.2442749}, {'lat': -39.8196791, 'lon': -73.2441439}, {'lat': -39.8197638, 'lon': -73.2441684}, {'lat': -39.8197415, 'lon': -73.2442994}, {'lat': -39.8196568, 'lon': -73.2442749}];-73.2442994;-39.8197638;-73.2441439;-39.8196568
way;;;;;supermarket;;;;;;Unimarc;;;yes;Bombero Classing;Región de Los Ríos;204;;Valdivia;CL;Valdivia;[3984423444, 11177947791, 3984423449, 3984423447, 9337401481, 3984423443, 3984423450, 3984423442, 3984423446, 3984423444];;;395613431;-73.22192087445903;-39.812811530569505;[{'lat': -39.8125586, 'lon': -73.2218894}, {'lat': -39.8127791, 'lon': -73.2216347}, {'lat': -39.8128413, 'lon': -73.2215628}, {'lat': -39.8129861, 'lon': -73.221895}, {'lat': -39.8129628, 'lon': -73.2219096}, {'lat': -39.8130329, 'lon': -73.2220747}, {'lat': -39.8128658, 'lon': -73.2222553}, {'lat': -39.8127354, 'lon': -73.2220503}, {'lat': -39.8126852, 'lon': -73.2221073}, {'lat': -39.8125586, 'lon': -73.2218894}];-73.2222553;-39.8130329;-73.2215628;-39.8125586
way;;;;;supermarket;;;;;;Unimarc;;;yes;Yungay;Región de Los Ríos;;;Valdivia;CL;Valdivia;[4328522594, 4328522595, 10785272475, 10785272476, 10785272463, 4328522596, 10785272472, 10785272467, 10785272464, 10785272468, 10785272465, 10785272466, 10785272470, 4328522598, 4328522594];;;434943885;-73.2472987156978;-39.81325900987297;[{'lat': -39.8131306, 'lon': -73.2471416}, {'lat': -39.8133525, 'lon': -73.2472001}, {'lat': -39.8133486, 'lon': -73.2472249}, {'lat': -39.8134266, 'lon': -73.2472455}, {'lat': -39.8133972, 'lon': -73.2474347}, {'lat': -39.813396, 'lon': -73.2474423}, {'lat': -39.8133903, 'lon': -73.2474408}, {'lat': -39.8133187, 'lon': -73.2474341}, {'lat': -39.81327, 'lon': -73.2474236}, {'lat': -39.8132512, 'lon': -73.2474195}, {'lat': -39.8132359, 'lon': -73.2474148}, {'lat': -39.8131724, 'lon': -73.2473952}, {'lat': -39.8131026, 'lon': -73.247365}, {'lat': -39.8130962, 'lon': -73.2473633}, {'lat': -39.8131306, 'lon': -73.2471416}];-73.2474423;-39.8134266;-73.2471416;-39.8130962
way;;;;;supermarket;;;;;;LyM;;;yes;Avenida Ramón Picarte;Región de Los Ríos;;;Valdivia;CL;Valdivia;[4330057789, 4330057790, 4330057791, 4330057792, 4330057789];;;435066302;-73.20484855000001;-39.8425443;[{'lat': -39.8424865, 'lon': -73.2048453}, {'lat': -39.8425431, 'lon': -73.2047732}, {'lat': -39.8426021, 'lon': -73.2048518}, {'lat': -39.8425455, 'lon': -73.2049239}, {'lat': -39.8424865, 'lon': -73.2048453}];-73.2049239;-39.8426021;-73.2047732;-39.8424865
way;;;;;supermarket;;;;;;Santa Isabel;;;yes;Chacabuco;Región de Los Ríos;555;;Valdivia;CL;Valdivia;[4341893517, 4341873744, 4341893518, 4341893519, 5200168238, 5200168278, 4341866563, 9293342433, 9293342432, 4341893517];;;436322093;-73.2419144840096;-39.8138293146994;[{'lat': -39.8135578, 'lon': -73.2420383}, {'lat': -39.8136, 'lon': -73.2416853}, {'lat': -39.8140999, 'lon': -73.2417864}, {'lat': -39.8140665, 'lon': -73.2420666}, {'lat': -39.8140592, 'lon': -73.2421279}, {'lat': -39.8139681, 'lon': -73.2421094}, {'lat': -39.8139622, 'lon': -73.2421585}, {'lat': -39.8138892, 'lon': -73.2421437}, {'lat': -39.8138937, 'lon': -73.2421062}, {'lat': -39.8135578, 'lon': -73.2420383}];-73.2421585;-39.8140999;-73.2416853;-39.8135578
way;;;;;supermarket;;;;;;Santa Isabel;;;yes;Avenida Ramón Picarte;Región de Los Ríos;3057;;Valdivia;CL;Valdivia;[4988796122, 4988796123, 4988796127, 4988796128, 4988796129, 4988796130, 4988796131, 4988796132, 4988796122];;;509687112;-73.21005978351634;-39.83870163120906;[{'lat': -39.8386958, 'lon': -73.2104203}, {'lat': -39.8389402, 'lon': -73.2101158}, {'lat': -39.8385561, 'lon': -73.209593}, {'lat': -39.8385219, 'lon': -73.2096357}, {'lat': -39.8386525, 'lon': -73.2098135}, {'lat': -39.838486, 'lon': -73.2100209}, {'lat': -39.8386395, 'lon': -73.2102298}, {'lat': -39.8385958, 'lon': -73.2102843}, {'lat': -39.8386958, 'lon': -73.2104203}];-73.2104203;-39.8389402;-73.209593;-39.838486
way;;;;;supermarket;;;;;;Supermercado Puritan;;;yes;Intendente Luís Damann Asenjo;Región de Los Ríos;963;;Valdivia;CL;Valdivia;[5013151941, 5013151942, 5013151943, 5013151944, 5013151941];;;512711724;-73.23469788428932;-39.85083347911434;[{'lat': -39.8506996, 'lon': -73.2348669}, {'lat': -39.850895, 'lon': -73.2349271}, {'lat': -39.8509674, 'lon': -73.2345289}, {'lat': -39.8507719, 'lon': -73.2344687}, {'lat': -39.8506996, 'lon': -73.2348669}];-73.2349271;-39.8509674;-73.2344687;-39.8506996
way;;;;;supermarket;;;;;;Económico;;;yes;Pasaje 2-O;Región de Los Ríos;;;Valdivia;CL;Valdivia;[7044995056, 7044995057, 7044995058, 7044995059, 7044995056];;;754090794;-73.22693342898894;-39.84167994603382;[{'lat': -39.84165, 'lon': -73.2270265}, {'lat': -39.8416207, 'lon': -73.2268685}, {'lat': -39.8417099, 'lon': -73.2268404}, {'lat': -39.8417392, 'lon': -73.2269983}, {'lat': -39.84165, 'lon': -73.2270265}];-73.2270265;-39.8417392;-73.2268404;-39.8416207
way;;;;;supermarket;;;;;;;;;yes;Lord Cochrane;Región de Los Ríos;;;Valdivia;CL;Valdivia;[7209597427, 7209597428, 9289132323, 7209597429, 7209597430, 7209597427];;;772273727;-73.24539095673018;-39.81927592708424;[{'lat': -39.8191926, 'lon': -73.2454771}, {'lat': -39.8192001, 'lon': -73.2452952}, {'lat': -39.8193346, 'lon': -73.2452902}, {'lat': -39.8193667, 'lon': -73.2453454}, {'lat': -39.8193349, 'lon': -73.2455026}, {'lat': -39.8191926, 'lon': -73.2454771}];-73.2455026;-39.8193667;-73.2452902;-39.8191926
way;;;;;supermarket;;;;;;Antonio;;;yes;General A. Montecino Caro;Región de Los Ríos;;;Valdivia;CL;Valdivia;[7357340194, 7357340195, 7357340196, 7357340197, 7357340198, 7357340199, 7357340194];;;786990630;-73.22922395643042;-39.8395529504459;[{'lat': -39.8395033, 'lon': -73.229124}, {'lat': -39.8395432, 'lon': -73.2291126}, {'lat': -39.839557, 'lon': -73.2291942}, {'lat': -39.839589, 'lon': -73.2291851}, {'lat': -39.8396076, 'lon': -73.2292955}, {'lat': -39.8395356, 'lon': -73.229316}, {'lat': -39.8395033, 'lon': -73.229124}];-73.229316;-39.8396076;-73.2291126;-39.8395033
way;;;;;supermarket;;;;;;;;;yes;Vicente Carvallo;Región de Los Ríos;;;Valdivia;CL;Valdivia;[8256065446, 8256065447, 8256065448, 8256065449, 8256065446];;;888002954;-73.21770854597003;-39.79288563134481;[{'lat': -39.792821, 'lon': -73.2177263}, {'lat': -39.7928499, 'lon': -73.2176362}, {'lat': -39.7929503, 'lon': -73.2176908}, {'lat': -39.7929213, 'lon': -73.2177809}, {'lat': -39.792821, 'lon': -73.2177263}];-73.2177809;-39.7929503;-73.2176362;-39.792821
way;;;;;supermarket;;;;;;Puritan;;;;Avenida Doctor Clemente Holzapfel;;;;;;Valdivia;[9717282329, 9717282330, 9717282331, 9717282332, 9717282333, 9717282336, 9717282337, 9717282338, 9717282335, 9717282341, 9717282340, 9717282339, 9717282334, 9717282329];;;1057521585;-73.20922230987482;-39.829665467090166;[{'lat': -39.829638, 'lon': -73.2094295}, {'lat': -39.8295011, 'lon': -73.2092808}, {'lat': -39.8294839, 'lon': -73.2092725}, {'lat': -39.8294803, 'lon': -73.2092383}, {'lat': -39.8294989, 'lon': -73.2092235}, {'lat': -39.8295243, 'lon': -73.2091847}, {'lat': -39.8295425, 'lon': -73.2091732}, {'lat': -39.8296498, 'lon': -73.2090056}, {'lat': -39.8298111, 'lon': -73.2091754}, {'lat': -39.8298297, 'lon': -73.2091538}, {'lat': -39.82987, 'lon': -73.2091983}, {'lat': -39.8297723, 'lon': -73.2093461}, {'lat': -39.8297335, 'lon': -73.2092949}, {'lat': -39.829638, 'lon': -73.2094295}];-73.2094295;-39.82987;-73.2090056;-39.8294803
way;;;;;supermarket;;;;;;aCuenta;;;yes;Avenida Ramón Picarte;;2161;;;;Valdivia;[9736033110, 9736033111, 9736033116, 9736033112, 9736033113, 9736033114, 9736033115, 9736033110];;;1059699859;-73.21495549145921;-39.83467209128735;[{'lat': -39.83433, 'lon': -73.2147673}, {'lat': -39.8345715, 'lon': -73.2144865}, {'lat': -39.8348644, 'lon': -73.2148967}, {'lat': -39.8349967, 'lon': -73.2151065}, {'lat': -39.83482, 'lon': -73.215312}, {'lat': -39.834892, 'lon': -73.215417}, {'lat': -39.8348273, 'lon': -73.2154923}, {'lat': -39.83433, 'lon': -73.2147673}];-73.2154923;-39.8349967;-73.2144865;-39.83433
way;;https://www.aguasdecima.cl;;no;;+56 600 401 8000;;;Mo-Fr 8:30-13:00 / 14:30-18:00;water_utility;Aguas Décima;;2;commercial;Arauco;Región de Los Ríos;434;;Valdivia;CL;Valdivia;[1389178702, 1389178705, 1389178699, 1389178704, 1389178702];;;124964099;-73.24381179999999;-39.8153975;[{'lat': -39.8154378, 'lon': -73.2439075}, {'lat': -39.8154646, 'lon': -73.2437464}, {'lat': -39.8153572, 'lon': -73.2437161}, {'lat': -39.8153304, 'lon': -73.2438772}, {'lat': -39.8154378, 'lon': -73.2439075}];-73.2439075;-39.8154646;-73.2437161;-39.8153304
way;;;;;;;;;;;Centro Comercial Santiago;;;commercial;Arauco;Región de Los Ríos;;;Valdivia;CL;Valdivia;[1493561144, 9676102698, 1493561145, 1493561151, 1493561147, 1493561146, 1493561144];;;136112440;-73.24447457346362;-39.81514010083371;[{'lat': -39.8153385, 'lon': -73.2446385}, {'lat': -39.8153579, 'lon': -73.2445247}, {'lat': -39.8152274, 'lon': -73.2444874}, {'lat': -39.8152472, 'lon': -73.24437}, {'lat': -39.8149981, 'lon': -73.2443003}, {'lat': -39.8149601, 'lon': -73.2445344}, {'lat': -39.8153385, 'lon': -73.2446385}];-73.2446385;-39.8153579;-73.2443003;-39.8149601
way;;;;no;;;;;;;Oficinas Corporativas CCK;;2;commercial;;;;;;;;[3096519770, 3096519771, 6821117652, 3096519772, 3096519775, 3096519770];;;305077129;-73.27928745181879;-39.83719494519918;[{'lat': -39.8370309, 'lon': -73.2791466}, {'lat': -39.8372151, 'lon': -73.2790329}, {'lat': -39.8373081, 'lon': -73.2792885}, {'lat': -39.837359, 'lon': -73.2794283}, {'lat': -39.8371748, 'lon': -73.279542}, {'lat': -39.8370309, 'lon': -73.2791466}];-73.279542;-39.837359;-73.2790329;-39.8370309
way;;;;;;;;;;;;;;commercial;;;;;;;;[3247099148, 4531063002, 4531063003, 3247099151, 3247099148];;;318312704;-73.24839484910477;-39.84434231669013;[{'lat': -39.8442354, 'lon': -73.2483891}, {'lat': -39.8443387, 'lon': -73.2485341}, {'lat': -39.8444492, 'lon': -73.2484006}, {'lat': -39.844346, 'lon': -73.2482556}, {'lat': -39.8442354, 'lon': -73.2483891}];-73.2485341;-39.8444492;-73.2482556;-39.8442354
way;;;;;;;;;;;Edificio Picarte;;5;commercial;Avenida Ramón Picarte;Región de Los Ríos;427;;Valdivia;CL;Valdivia;[3826858757, 3826858758, 3826858759, 3826858760, 3826858761, 3826858762, 3826858763, 3826858764, 3826858765, 3826858766, 3826858757];;;379382823;-73.24362498615073;-39.81460565964279;[{'lat': -39.8144995, 'lon': -73.2438019}, {'lat': -39.8145875, 'lon': -73.2438224}, {'lat': -39.8146004, 'lon': -73.2437291}, {'lat': -39.8146605, 'lon': -73.2437431}, {'lat': -39.8146726, 'lon': -73.2436549}, {'lat': -39.8147218, 'lon': -73.2436664}, {'lat': -39.8147404, 'lon': -73.2435308}, {'lat': -39.8146152, 'lon': -73.2435017}, {'lat': -39.8146222, 'lon': -73.243451}, {'lat': -39.8145499, 'lon': -73.2434342}, {'lat': -39.8144995, 'lon': -73.2438019}];-73.2438224;-39.8147404;-73.2434342;-39.8144995
way;;;;;;;;;;;;;4;commercial;Camilo Henríquez;Región de Los Ríos;;;Valdivia;CL;Valdivia;[4286211022, 4286211013, 12507634185, 12338367423, 4286211040, 4286211058, 4286211022];;;429480173;-73.24502055305616;-39.812986439614285;[{'lat': -39.8128784, 'lon': -73.2451162}, {'lat': -39.8129036, 'lon': -73.2449572}, {'lat': -39.8129624, 'lon': -73.244973}, {'lat': -39.8129795, 'lon': -73.2448652}, {'lat': -39.8130812, 'lon': -73.2448926}, {'lat': -39.8130389, 'lon': -73.2451593}, {'lat': -39.8128784, 'lon': -73.2451162}];-73.2451593;-39.8130812;-73.2448652;-39.8128784
way;;;;;;;;;;;;;2;commercial;O'Higgins;;422;;;;;[4286211034, 2078818066, 12338360849, 4286211037, 9656578384, 9656578379, 9656578380, 4286211034];;;429480175;-73.24581150072396;-39.81314668860391;[{'lat': -39.8130616, 'lon': -73.2459363}, {'lat': -39.8130952, 'lon': -73.2456581}, {'lat': -39.8131639, 'lon': -73.2456722}, {'lat': -39.8132326, 'lon': -73.2456863}, {'lat': -39.8132295, 'lon': -73.2457104}, {'lat': -39.8132128, 'lon': -73.2458414}, {'lat': -39.8131968, 'lon': -73.2459665}, {'lat': -39.8130616, 'lon': -73.2459363}];-73.2459665;-39.8132326;-73.2456581;-39.8130616
way;;;;;;;;;;;La Reconquista;;2;commercial;Chacabuco;Región de Los Ríos;;;Valdivia;CL;Valdivia;[4286211049, 12507647230, 4286211055, 12338360848, 12507647232, 4286211028, 4286211048, 4286211049];;;429480176;-73.24545764023408;-39.81284631292662;[{'lat': -39.8129732, 'lon': -73.2456529}, {'lat': -39.8129948, 'lon': -73.2454927}, {'lat': -39.8130092, 'lon': -73.2453854}, {'lat': -39.812975, 'lon': -73.2453238}, {'lat': -39.8127928, 'lon': -73.2452795}, {'lat': -39.8127241, 'lon': -73.2452628}, {'lat': -39.8126769, 'lon': -73.2455736}, {'lat': -39.8129732, 'lon': -73.2456529}];-73.2456529;-39.8130092;-73.2452628;-39.8126769
way;;;;;;;;;;;;;;commercial;Camilo Henríquez;Región de Los Ríos;;;Valdivia;CL;Valdivia;[4330170880, 4330170881, 4286211013, 4286211022, 4330170880];;;435074001;-73.24501895449686;-39.81282552674865;[{'lat': -39.8127473, 'lon': -73.2450809}, {'lat': -39.812773, 'lon': -73.2449214}, {'lat': -39.8129036, 'lon': -73.2449572}, {'lat': -39.8128784, 'lon': -73.2451162}, {'lat': -39.8127473, 'lon': -73.2450809}];-73.2451162;-39.8129036;-73.2449214;-39.8127473
way;;;;;;;;;;;Galería España;;3;commercial;Camilo Henríquez;Región de Los Ríos;;;Valdivia;CL;Valdivia;[4330189166, 12507634189, 12507634190, 12338367419, 4330189169, 4330189166];;;435074761;-73.24509214964789;-39.813422148709236;[{'lat': -39.8133112, 'lon': -73.2452405}, {'lat': -39.8133677, 'lon': -73.2448976}, {'lat': -39.8135331, 'lon': -73.2449438}, {'lat': -39.8135051, 'lon': -73.2451137}, {'lat': -39.8134766, 'lon': -73.2452867}, {'lat': -39.8133112, 'lon': -73.2452405}];-73.2452867;-39.8135331;-73.2448976;-39.8133112
